tarih1,ilce,bildirimsiz_sum,bildirimli_sum,t_2m:C,effective_cloud_cover:p,global_rad:W,relative_humidity_2m:p,wind_dir_10m:d,wind_speed_10m:ms,prob_precip_1h:p,t_apparent:C,Tatil
03-18,izmir-tire,7.333333333333333,0.6666666666666666,6.333333333333333,41.1,0.0,80.13333333333334,62.13333333333333,2.533333333333333,1.0,4.7,0.0
03-18,izmir-torbali,11.0,1.3333333333333333,6.633333333333333,72.66666666666667,0.0,74.36666666666667,126.46666666666668,2.533333333333333,1.0,5.0,0.0
03-18,izmir-urla,11.0,0.6666666666666666,7.233333333333333,30.166666666666668,0.0,76.93333333333334,86.23333333333333,5.5,1.0,4.133333333333333,0.0
03-18,manisa-ahmetli,1.5,0.0,3.5999999999999996,30.85,0.0,91.35,259.0,2.1500000000000004,1.0,1.55,0.0
03-18,manisa-akhisar,6.666666666666667,1.0,5.8999999999999995,60.36666666666667,0.0,71.7,162.20000000000002,3.1666666666666665,1.0,3.8333333333333335,0.0
03-18,manisa-alasehir,7.666666666666667,1.0,4.8,54.699999999999996,0.0,89.3,259.26666666666665,1.8666666666666665,1.0,3.6,0.0
03-18,manisa-demirci,2.0,0.6666666666666666,-0.10000000000000009,69.66666666666667,0.0,88.3,59.833333333333336,2.6333333333333333,1.0,-3.266666666666667,0.0
03-18,manisa-golmarmara,2.0,0.0,5.6000000000000005,61.6,0.0,82.0,255.03333333333333,2.466666666666667,1.0,3.7000000000000006,0.0
03-18,manisa-gordes,4.0,0.0,2.85,64.3,0.0,79.25,169.9,2.15,1.0,1.1,0.0
03-18,manisa-kirkagac,2.3333333333333335,1.0,4.8999999999999995,75.60000000000001,0.0,74.76666666666667,70.03333333333333,3.266666666666667,1.0,2.3000000000000003,0.0
03-18,manisa-koprubasi,0.5,0.5,6.0,63.599999999999994,0.0,81.65,74.0,1.85,1.0,4.75,0.0
03-18,manisa-kula,2.3333333333333335,0.6666666666666666,1.6333333333333335,31.766666666666666,0.0,87.89999999999999,288.6333333333333,2.1,1.0,-0.6333333333333334,0.0
03-18,manisa-salihli,5.333333333333333,2.3333333333333335,5.8,68.73333333333333,0.0,86.2,217.03333333333333,1.8333333333333333,1.0,4.733333333333333,0.0
03-18,manisa-sarigol,1.3333333333333333,1.6666666666666667,5.1000000000000005,57.93333333333334,0.0,88.89999999999999,249.23333333333335,1.6333333333333335,1.0,3.9,0.0
03-18,manisa-saruhanli,3.0,2.0,5.45,55.849999999999994,0.0,71.35,130.35,2.55,1.0,3.7,0.0
03-18,manisa-sehzadeler,5.666666666666667,0.6666666666666666,5.7,79.26666666666667,0.0,79.39999999999999,107.86666666666667,2.566666666666667,1.0,3.8000000000000003,0.0
03-18,manisa-selendi,1.6666666666666667,0.0,3.0,43.300000000000004,0.0,87.96666666666665,159.53333333333333,1.4666666666666668,1.0,1.7333333333333334,0.0
03-18,manisa-soma,3.0,1.3333333333333333,4.866666666666667,69.53333333333333,0.0,75.53333333333333,77.5,3.5,1.0,2.1333333333333333,0.0
03-18,manisa-turgutlu,3.3333333333333335,0.3333333333333333,5.666666666666667,48.666666666666664,0.0,78.5,279.1333333333333,1.8666666666666665,1.0,4.333333333333333,0.0
03-18,manisa-yunusemre,9.666666666666666,2.0,5.833333333333333,80.06666666666666,0.0,79.3,110.5,2.566666666666667,1.0,3.9,0.0
03-19,izmir-aliaga,5.333333333333333,0.0,6.566666666666666,73.93333333333334,0.0,71.23333333333333,72.6,5.5,1.0,3.1,0.0
03-19,izmir-balcova,2.5,0.5,5.7,51.15,0.0,67.6,77.10000000000001,4.15,1.0,2.5999999999999996,0.0
03-19,izmir-bayindir,6.0,1.0,4.833333333333333,58.900000000000006,0.0,74.10000000000001,34.36666666666667,4.266666666666667,1.0,1.9999999999999998,0.0
03-19,izmir-bayrakli,2.3333333333333335,1.0,6.099999999999999,70.36666666666666,0.0,70.53333333333333,51.46666666666667,3.9,1.0,3.3333333333333335,0.0
03-19,izmir-bergama,6.0,1.3333333333333333,4.266666666666667,76.53333333333333,0.0,72.89999999999999,114.2,3.133333333333333,1.0,1.7,0.0
03-19,izmir-beydag,1.0,0.5,6.699999999999999,63.849999999999994,0.0,79.15,225.8,0.85,1.0,6.699999999999999,0.0
03-19,izmir-bornova,8.666666666666666,1.6666666666666667,5.233333333333333,71.66666666666667,0.0,72.0,54.833333333333336,3.9,1.0,2.3333333333333335,0.0
03-19,izmir-buca,5.0,0.6666666666666666,5.3,72.60000000000001,0.0,70.63333333333334,44.4,3.6,1.0,2.5666666666666664,0.0
03-19,izmir-cesme,18.0,0.6666666666666666,8.700000000000001,55.36666666666667,0.0,59.1,77.26666666666667,9.1,1.0,4.866666666666666,0.0
03-19,izmir-cigli,1.6666666666666667,1.0,6.366666666666667,65.10000000000001,0.0,68.89999999999999,52.800000000000004,4.3999999999999995,1.0,3.3333333333333335,0.0
03-19,izmir-dikili,3.3333333333333335,0.6666666666666666,6.933333333333334,71.23333333333333,0.0,64.06666666666666,86.56666666666666,2.6333333333333333,1.0,5.066666666666666,0.0
03-19,izmir-foca,3.0,0.0,7.5,66.96666666666667,0.0,67.2,67.8,7.233333333333333,1.0,4.066666666666666,0.0
03-19,izmir-gaziemir,3.0,0.0,0.5,13.1,0.0,60.2,2.6,5.5,1.0,-4.6,0.0
03-19,izmir-guzelbahce,1.3333333333333333,0.3333333333333333,6.733333333333333,64.26666666666667,0.0,68.43333333333334,58.76666666666666,5.8999999999999995,1.0,3.533333333333333,0.0
03-19,izmir-karabaglar,3.6666666666666665,0.3333333333333333,5.7,70.26666666666667,0.0,70.36666666666666,47.0,3.6666666666666665,1.0,2.9,0.0
03-19,izmir-karaburun,4.0,0.3333333333333333,7.733333333333334,71.89999999999999,0.0,67.89999999999999,78.56666666666666,6.5,1.0,4.5,0.0
03-19,izmir-karsiyaka,5.666666666666667,0.6666666666666666,6.566666666666667,67.33333333333333,0.0,68.73333333333333,50.03333333333333,3.9333333333333336,1.0,3.866666666666667,0.0
03-19,izmir-kemalpasa,5.666666666666667,2.0,3.766666666666666,79.39999999999999,0.0,78.3,82.73333333333333,3.4333333333333336,1.0,0.9999999999999999,0.0
03-19,izmir-kinik,0.6666666666666666,1.0,4.666666666666667,78.46666666666667,0.0,72.33333333333333,85.43333333333334,3.1999999999999997,1.0,2.0000000000000004,0.0
03-19,izmir-kiraz,9.333333333333334,2.0,3.733333333333333,50.6,0.0,73.36666666666666,51.199999999999996,1.3,1.0,2.6999999999999997,0.0
03-19,izmir-konak,7.333333333333333,1.3333333333333333,6.666666666666667,69.39999999999999,0.0,69.7,48.23333333333334,3.733333333333333,1.0,4.033333333333334,0.0
03-19,izmir-menderes,8.0,0.6666666666666666,4.6000000000000005,66.8,0.0,73.2,54.333333333333336,3.8333333333333335,1.0,1.8333333333333333,0.0
03-19,izmir-menemen,9.333333333333334,0.6666666666666666,5.466666666666666,66.26666666666667,0.0,69.46666666666667,54.1,3.5,1.0,2.6666666666666665,0.0
03-19,izmir-narlidere,3.0,0.0,10.1,91.8,0.0,68.7,147.5,2.5,1.0,10.1,0.0
03-19,izmir-odemis,9.333333333333334,2.3333333333333335,5.2,55.699999999999996,0.0,66.06666666666666,142.20000000000002,1.5333333333333332,1.0,4.233333333333333,0.0
03-19,izmir-seferihisar,8.333333333333334,0.3333333333333333,6.8999999999999995,52.199999999999996,0.0,67.13333333333334,59.53333333333333,6.566666666666666,1.0,3.4666666666666663,0.0
03-19,izmir-selcuk,0.5,0.5,4.55,48.6,0.0,70.25,20.5,4.3,1.0,1.0999999999999999,0.0
03-19,izmir-tire,6.333333333333333,1.3333333333333333,4.5,44.06666666666666,0.0,74.10000000000001,66.36666666666666,3.0,1.0,2.0000000000000004,0.0
03-19,izmir-torbali,5.666666666666667,2.6666666666666665,5.1000000000000005,60.26666666666667,0.0,70.23333333333333,31.266666666666666,3.033333333333333,1.0,2.9,0.0
03-19,izmir-urla,8.333333333333334,0.3333333333333333,6.266666666666667,57.13333333333333,0.0,69.56666666666666,61.93333333333334,6.900000000000001,1.0,2.3666666666666663,0.0
03-19,manisa-ahmetli,1.0,0.0,-4.2,18.8,0.0,70.6,345.8,2.7,1.0,-8.3,0.0
03-19,manisa-akhisar,5.0,0.6666666666666666,4.733333333333333,79.33333333333333,0.0,69.43333333333334,50.5,3.1666666666666665,1.0,2.4666666666666663,0.0
03-19,manisa-alasehir,7.666666666666667,1.6666666666666667,3.8333333333333335,50.166666666666664,0.0,76.36666666666666,258.6666666666667,2.0666666666666664,1.0,2.1333333333333333,0.0
03-19,manisa-demirci,2.3333333333333335,0.0,-1.4333333333333333,63.9,0.0,81.83333333333333,181.4,2.8000000000000003,1.0,-4.933333333333334,0.0
03-19,manisa-golmarmara,1.0,0.0,7.5,96.5,0.0,76.9,323.0,2.8,1.0,5.6,0.0
03-19,manisa-gordes,2.6666666666666665,1.0,0.3999999999999999,70.26666666666667,0.0,77.36666666666666,228.19999999999996,2.9,1.0,-2.4999999999999996,0.0
03-19,manisa-kirkagac,0.0,1.0,-1.3,80.4,0.0,72.1,2.3,3.7,1.0,-5.7,0.0
03-19,manisa-kula,4.0,2.0,-4.9,7.6,0.0,69.5,356.3,3.3,1.0,-9.8,0.0
03-19,manisa-salihli,8.0,2.3333333333333335,4.433333333333334,53.03333333333334,0.0,78.0,233.13333333333335,1.7666666666666666,1.0,3.2000000000000006,0.0
03-19,manisa-sarigol,3.3333333333333335,1.0,4.0,46.56666666666666,0.0,76.43333333333334,256.03333333333336,2.033333333333333,1.0,2.4,0.0
03-19,manisa-saruhanli,2.0,0.0,4.933333333333334,86.36666666666667,0.0,68.7,71.0,2.866666666666667,1.0,2.8000000000000003,0.0
03-19,manisa-sehzadeler,5.666666666666667,1.0,5.033333333333334,84.60000000000001,0.0,73.63333333333333,93.23333333333333,2.3333333333333335,1.0,3.2000000000000006,0.0
03-19,manisa-soma,1.6666666666666667,1.0,3.4666666666666663,61.43333333333334,0.0,78.33333333333333,62.79999999999999,3.1,1.0,0.9666666666666668,0.0
03-19,manisa-turgutlu,2.6666666666666665,1.0,4.466666666666667,71.03333333333333,0.0,74.1,162.70000000000002,2.5666666666666664,1.0,2.2333333333333334,0.0
03-19,manisa-yunusemre,8.333333333333334,4.333333333333333,5.133333333333334,84.0,0.0,73.8,96.56666666666668,2.3333333333333335,1.0,3.3333333333333335,0.0
03-20,izmir-aliaga,5.333333333333333,0.6666666666666666,7.5,50.13333333333333,0.0,83.83333333333333,72.86666666666667,4.6000000000000005,1.0,5.066666666666666,0.0
03-20,izmir-balcova,1.0,0.0,12.0,99.3,0.0,91.4,172.5,1.1,9.0,12.5,0.0
03-20,izmir-bayindir,5.666666666666667,0.3333333333333333,7.066666666666667,71.73333333333333,0.0,80.63333333333333,26.666666666666668,3.7000000000000006,24.066666666666666,4.833333333333333,0.0
03-20,izmir-bayrakli,2.6666666666666665,0.3333333333333333,7.866666666666667,70.06666666666666,0.0,81.46666666666665,63.53333333333333,2.8666666666666667,6.466666666666666,6.766666666666667,0.0
03-20,izmir-bergama,4.0,1.0,5.266666666666667,62.866666666666674,0.0,84.93333333333334,151.83333333333334,2.5666666666666664,1.0,3.1999999999999997,0.0
03-20,izmir-beydag,2.0,0.5,9.25,82.0,0.0,88.9,226.04999999999998,0.8500000000000001,33.7,9.25,0.0
03-20,izmir-bornova,7.0,2.0,7.033333333333334,73.60000000000001,0.0,82.63333333333333,75.06666666666668,2.9,8.4,5.033333333333333,0.0
03-20,izmir-buca,6.333333333333333,0.0,7.2,64.86666666666666,0.0,80.7,161.86666666666667,2.8333333333333335,8.5,5.3,0.0
03-20,izmir-cesme,18.0,0.3333333333333333,9.133333333333333,37.5,0.0,75.93333333333334,80.06666666666666,7.6000000000000005,1.0,7.0,0.0
03-20,izmir-cigli,1.3333333333333333,0.0,7.400000000000001,46.63333333333333,0.0,81.16666666666667,191.03333333333333,3.233333333333333,1.0,5.433333333333333,0.0
03-20,izmir-dikili,4.0,0.3333333333333333,6.933333333333333,39.266666666666666,0.0,82.56666666666666,155.5,1.7666666666666666,1.0,5.866666666666667,0.0
03-20,izmir-foca,3.0,0.6666666666666666,8.200000000000001,41.9,0.0,80.96666666666665,76.66666666666667,6.1000000000000005,1.0,5.266666666666667,0.0
03-20,izmir-gaziemir,4.666666666666667,0.6666666666666666,6.766666666666666,64.3,0.0,80.66666666666667,173.4,3.0666666666666664,11.1,4.633333333333334,0.0
03-20,izmir-guzelbahce,2.5,0.0,5.65,16.3,0.0,78.75,19.650000000000002,5.95,1.0,1.7000000000000002,0.0
03-20,izmir-karabaglar,5.0,0.3333333333333333,7.366666666666666,62.0,0.0,80.7,163.03333333333333,2.9,4.866666666666666,5.5,0.0
03-20,izmir-karaburun,6.0,0.0,8.5,43.166666666666664,0.0,82.43333333333334,71.86666666666667,5.133333333333334,1.0,6.7,0.0
03-20,izmir-karsiyaka,7.0,2.3333333333333335,8.166666666666666,62.76666666666667,0.0,80.33333333333333,169.8,2.8000000000000003,6.2,7.066666666666666,0.0
03-20,izmir-kemalpasa,11.0,2.0,5.533333333333334,82.39999999999999,0.0,89.73333333333333,92.5,2.9,4.8,3.3000000000000003,0.0
03-20,izmir-kinik,2.3333333333333335,0.3333333333333333,5.900000000000001,85.7,0.0,84.43333333333334,70.53333333333333,2.6333333333333333,1.0,3.8333333333333335,0.0
03-20,izmir-kiraz,3.3333333333333335,0.6666666666666666,5.333333333333333,60.1,0.0,83.06666666666666,48.333333333333336,0.9333333333333332,21.900000000000002,5.333333333333333,0.0
03-20,izmir-konak,14.0,1.3333333333333333,8.266666666666666,62.333333333333336,0.0,80.5,165.4,2.8666666666666667,4.233333333333333,7.233333333333333,0.0
03-20,izmir-menderes,8.0,0.3333333333333333,6.766666666666667,63.73333333333333,0.0,81.0,186.0,3.4,29.233333333333334,4.466666666666666,0.0
03-20,izmir-menemen,7.0,2.0,7.066666666666666,60.5,0.0,82.8,66.73333333333333,2.6999999999999997,1.0,5.2,0.0
03-20,izmir-narlidere,1.5,0.0,11.3,67.35,0.0,85.95,266.05,2.8,7.0,11.45,0.0
03-20,izmir-odemis,7.666666666666667,1.3333333333333333,6.633333333333333,61.23333333333333,0.0,75.93333333333334,230.4333333333333,1.0999999999999999,22.433333333333334,6.333333333333333,0.0
03-20,izmir-seferihisar,7.0,0.3333333333333333,8.033333333333333,41.6,0.0,82.36666666666667,70.33333333333333,5.7,18.599999999999998,5.166666666666667,0.0
03-20,izmir-selcuk,2.6666666666666665,0.6666666666666666,7.400000000000001,61.96666666666667,0.0,82.13333333333333,69.8,3.5,32.1,5.366666666666667,0.0
03-20,izmir-tire,5.0,1.6666666666666667,7.0,65.73333333333333,0.0,78.66666666666667,66.26666666666667,2.2666666666666666,26.233333333333334,5.8999999999999995,0.0
03-20,izmir-torbali,6.666666666666667,0.3333333333333333,7.333333333333333,70.43333333333334,0.0,78.5,128.33333333333334,2.066666666666667,32.333333333333336,6.033333333333334,0.0
03-20,izmir-urla,9.333333333333334,0.6666666666666666,7.3999999999999995,39.43333333333334,0.0,82.93333333333334,81.76666666666667,5.8,1.0,4.433333333333334,0.0
03-20,manisa-ahmetli,0.5,0.5,7.550000000000001,99.65,0.0,89.15,249.1,2.0,3.1,6.6,0.0
03-20,manisa-akhisar,5.0,1.3333333333333333,6.466666666666666,84.36666666666667,0.0,80.8,47.699999999999996,2.766666666666667,1.0,4.3999999999999995,0.0
03-20,manisa-alasehir,6.333333333333333,1.0,5.866666666666667,65.76666666666667,0.0,80.33333333333333,250.36666666666667,2.1666666666666665,18.866666666666667,4.366666666666667,0.0
03-20,manisa-demirci,0.0,1.0,-0.5500000000000003,92.9,0.0,88.35,107.25,2.0500000000000003,1.0,-3.0,0.0
03-20,manisa-golmarmara,1.0,0.0,4.75,54.55,0.0,81.85,210.25,1.65,1.0,3.05,0.0
03-20,manisa-gordes,3.6666666666666665,1.3333333333333333,2.4333333333333336,80.7,0.0,86.83333333333333,110.53333333333332,2.033333333333333,1.0,0.2666666666666668,0.0
03-20,manisa-kirkagac,2.6666666666666665,0.0,5.233333333333333,98.83333333333333,0.0,85.53333333333335,172.06666666666663,2.733333333333333,1.0,3.133333333333333,0.0
03-20,manisa-koprubasi,3.0,1.0,9.3,99.4,0.0,93.3,134.0,0.6,1.0,9.3,0.0
03-20,manisa-kula,4.0,0.0,-4.7,9.6,0.0,71.9,7.3,2.5,1.0,-8.6,0.0
03-20,manisa-salihli,10.0,0.3333333333333333,6.3999999999999995,70.7,0.0,83.60000000000001,196.96666666666667,2.233333333333333,20.033333333333335,4.8,0.0
03-20,manisa-sarigol,2.0,0.0,5.766666666666667,59.633333333333326,0.0,78.5,249.6,1.7666666666666668,18.066666666666666,4.566666666666667,0.0
03-20,manisa-saruhanli,3.0,0.3333333333333333,7.0,75.93333333333334,0.0,79.46666666666667,77.53333333333333,2.1333333333333333,1.0,5.366666666666666,0.0
03-20,manisa-sehzadeler,8.0,0.6666666666666666,6.8,77.76666666666667,0.0,82.60000000000001,61.666666666666664,1.366666666666667,1.0,5.8,0.0
03-20,manisa-selendi,1.6666666666666667,0.0,4.166666666666667,71.46666666666665,0.0,83.60000000000001,228.1,1.0999999999999999,4.166666666666667,4.166666666666667,0.0
03-20,manisa-soma,3.6666666666666665,1.0,5.400000000000001,85.3,0.0,88.16666666666667,40.5,2.8333333333333335,3.0,3.266666666666667,0.0
03-20,manisa-turgutlu,9.666666666666666,2.3333333333333335,6.166666666666667,67.76666666666667,0.0,84.23333333333333,302.7,1.0999999999999999,11.466666666666667,6.099999999999999,0.0
03-20,manisa-yunusemre,10.333333333333334,1.3333333333333333,6.866666666666667,78.2,0.0,82.86666666666666,64.63333333333334,1.4000000000000001,1.0,5.8,0.0
03-21,izmir-aliaga,5.333333333333333,0.3333333333333333,8.9,25.366666666666664,0.0,77.06666666666666,56.300000000000004,4.233333333333333,1.0,7.066666666666666,0.0
03-21,izmir-balcova,2.0,0.0,13.2,26.1,0.0,87.3,146.4,3.5,1.0,13.3,0.0
03-21,izmir-bayindir,5.0,0.3333333333333333,7.866666666666667,4.433333333333334,0.0,79.33333333333333,144.63333333333333,2.9,1.0,6.366666666666667,0.0
03-21,izmir-bayrakli,3.0,1.0,9.200000000000001,21.400000000000002,0.0,80.06666666666666,70.63333333333334,3.4,1.0,7.766666666666667,0.0
03-21,izmir-bergama,6.333333333333333,2.0,6.566666666666666,36.733333333333334,0.0,77.86666666666666,42.333333333333336,3.3000000000000003,1.0,4.333333333333333,0.0
03-21,izmir-beydag,0.5,0.5,11.6,5.8,0.0,78.0,103.7,0.75,1.0,11.7,0.0
03-21,izmir-bornova,11.666666666666666,2.6666666666666665,8.4,22.96666666666667,0.0,81.83333333333333,75.7,3.3666666666666667,1.0,6.866666666666666,0.0
03-21,izmir-buca,6.333333333333333,1.3333333333333333,8.233333333333333,16.7,0.0,81.83333333333333,169.0,3.1333333333333333,1.0,6.8,0.0
03-21,izmir-cesme,15.0,0.3333333333333333,10.833333333333334,15.066666666666665,0.0,75.89999999999999,67.5,7.866666666666667,1.0,8.633333333333333,0.0
03-21,izmir-cigli,4.0,0.3333333333333333,8.9,13.366666666666667,0.0,77.43333333333334,91.33333333333333,3.533333333333333,1.0,7.366666666666667,0.0
03-21,izmir-dikili,5.0,0.0,8.0,34.86666666666667,0.0,79.36666666666666,70.76666666666667,3.3333333333333335,1.0,6.833333333333333,0.0
03-21,izmir-foca,3.3333333333333335,0.0,9.9,23.53333333333333,0.0,81.83333333333333,66.33333333333333,5.966666666666666,1.0,7.900000000000001,0.0
03-21,izmir-gaziemir,2.6666666666666665,0.0,7.966666666666666,12.1,0.0,80.89999999999999,160.43333333333337,3.0,1.0,6.6000000000000005,0.0
03-21,izmir-guzelbahce,1.0,0.0,8.35,12.55,0.0,75.8,93.65,6.199999999999999,1.0,5.75,0.0
03-21,izmir-karabaglar,4.666666666666667,1.0,8.733333333333333,16.23333333333333,0.0,80.63333333333333,159.0,3.1999999999999997,1.0,7.3,0.0
03-21,izmir-karaburun,4.0,0.6666666666666666,10.200000000000001,25.900000000000002,0.0,82.89999999999999,81.83333333333333,4.866666666666666,1.0,8.533333333333333,0.0
03-21,izmir-karsiyaka,5.0,0.6666666666666666,9.700000000000001,18.333333333333332,0.0,76.33333333333333,61.666666666666664,3.266666666666667,1.0,8.366666666666667,0.0
03-21,izmir-kemalpasa,6.0,1.0,7.3,24.03333333333333,0.0,82.5,85.53333333333335,2.433333333333333,1.0,5.8999999999999995,0.0
03-21,izmir-kinik,2.0,0.5,5.300000000000001,4.25,0.0,73.8,68.15,3.05,1.0,2.8500000000000005,0.0
03-21,izmir-kiraz,4.5,0.5,5.45,7.95,0.0,75.05000000000001,49.2,1.75,1.0,4.05,0.0
03-21,izmir-konak,8.666666666666666,3.3333333333333335,9.700000000000001,17.066666666666666,0.0,79.33333333333333,164.56666666666666,3.1666666666666665,1.0,8.466666666666667,0.0
03-21,izmir-menderes,4.666666666666667,0.0,7.666666666666667,8.566666666666668,0.0,82.56666666666666,168.43333333333334,2.8333333333333335,1.0,6.366666666666667,0.0
03-21,izmir-menemen,7.666666666666667,1.6666666666666667,8.033333333333333,16.3,0.0,79.96666666666667,79.3,2.733333333333334,1.0,6.533333333333332,0.0
03-21,izmir-narlidere,1.5,0.5,8.25,7.3,0.0,73.4,142.6,3.25,1.0,6.25,0.0
03-21,izmir-odemis,7.0,1.3333333333333333,7.766666666666667,4.033333333333334,0.0,69.86666666666666,42.63333333333333,1.5666666666666667,1.0,6.966666666666666,0.0
03-21,izmir-seferihisar,2.6666666666666665,1.3333333333333333,9.866666666666665,7.466666666666666,0.0,76.76666666666667,57.63333333333333,6.2,1.0,7.966666666666666,0.0
03-21,izmir-selcuk,1.0,0.6666666666666666,8.166666666666666,3.4,0.0,84.76666666666667,53.23333333333334,2.5666666666666664,1.0,6.8999999999999995,0.0
03-21,izmir-tire,3.3333333333333335,1.3333333333333333,8.233333333333333,1.7,0.0,77.96666666666665,110.23333333333333,1.7,1.0,7.2,0.0
03-21,izmir-torbali,5.0,1.0,7.433333333333334,4.033333333333334,0.0,79.33333333333333,159.6,2.433333333333333,1.0,5.8999999999999995,0.0
03-21,izmir-urla,5.0,0.6666666666666666,9.133333333333333,11.366666666666667,0.0,79.89999999999999,67.76666666666667,5.6000000000000005,1.0,7.233333333333334,0.0
03-21,manisa-ahmetli,1.0,0.0,7.9,3.0,0.0,87.4,248.6,1.5,1.0,7.3,0.0
03-21,manisa-akhisar,7.0,0.3333333333333333,6.0,12.799999999999999,0.0,83.13333333333334,17.833333333333332,2.266666666666667,1.0,4.433333333333334,0.0
03-21,manisa-alasehir,6.666666666666667,1.0,7.033333333333334,5.966666666666666,0.0,77.56666666666666,266.03333333333336,1.0999999999999999,1.0,7.066666666666667,0.0
03-21,manisa-demirci,2.0,0.5,5.85,54.3,0.0,92.85,105.9,1.4,1.0,5.25,0.0
03-21,manisa-golmarmara,2.0,0.0,1.5,0.0,0.0,64.6,345.1,3.1,1.0,-1.8,0.0
03-21,manisa-gordes,2.6666666666666665,1.0,3.866666666666667,30.46666666666667,0.0,83.10000000000001,42.833333333333336,2.1,1.0,1.8333333333333333,0.0
03-21,manisa-kirkagac,1.6666666666666667,0.3333333333333333,5.133333333333333,19.733333333333334,0.0,88.43333333333334,225.83333333333334,1.8666666666666665,1.0,3.6333333333333333,0.0
03-21,manisa-koprubasi,0.0,1.0,0.2,5.9,0.0,74.7,20.2,2.9,1.0,-3.1,0.0
03-21,manisa-kula,1.5,0.0,7.449999999999999,12.5,0.0,88.5,230.5,1.25,1.0,7.449999999999999,0.0
03-21,manisa-salihli,7.0,4.666666666666667,7.766666666666667,13.766666666666666,0.0,76.26666666666667,231.23333333333335,1.2666666666666666,1.0,7.766666666666666,0.0
03-21,manisa-sarigol,1.5,0.5,6.1499999999999995,0.2,0.0,63.85,289.1,1.25,1.0,5.449999999999999,0.0
03-21,manisa-saruhanli,3.3333333333333335,0.3333333333333333,7.466666666666666,9.833333333333334,0.0,76.53333333333333,106.96666666666665,2.1666666666666665,1.0,6.033333333333334,0.0
03-21,manisa-sehzadeler,5.666666666666667,1.0,7.833333333333333,42.9,0.0,78.7,121.86666666666667,1.5999999999999999,1.0,6.733333333333333,0.0
03-21,manisa-selendi,1.6666666666666667,0.3333333333333333,5.533333333333334,24.53333333333333,0.0,81.53333333333333,44.199999999999996,1.5999999999999999,1.0,4.3,0.0
03-21,manisa-soma,5.333333333333333,1.0,5.8999999999999995,25.400000000000002,0.0,87.03333333333335,29.233333333333334,2.1333333333333333,1.0,4.3,0.0
03-21,manisa-turgutlu,7.333333333333333,1.0,7.2,29.900000000000002,0.0,79.66666666666667,217.23333333333332,1.6333333333333335,1.0,6.166666666666667,0.0
03-21,manisa-yunusemre,10.0,1.0,7.900000000000001,42.13333333333333,0.0,78.73333333333333,122.0,1.6333333333333335,1.0,6.833333333333333,0.0
03-22,izmir-aliaga,4.0,0.3333333333333333,10.066666666666668,41.56666666666666,0.0,82.56666666666666,105.39999999999999,4.199999999999999,23.666666666666668,8.766666666666666,0.0
03-22,izmir-balcova,1.0,0.0,4.9,0.0,0.0,62.8,15.1,2.9,1.0,2.4,0.0
03-22,izmir-bayindir,2.6666666666666665,1.0,9.700000000000001,23.3,0.0,73.33333333333333,55.800000000000004,2.6,7.5,8.433333333333334,0.0
03-22,izmir-bayrakli,1.6666666666666667,1.3333333333333333,10.0,37.699999999999996,0.0,81.96666666666665,59.166666666666664,2.733333333333333,19.466666666666665,9.033333333333333,0.0
03-22,izmir-bergama,4.666666666666667,2.0,7.366666666666667,33.333333333333336,0.0,81.16666666666667,104.39999999999999,3.3000000000000003,18.666666666666668,5.266666666666667,0.0
03-22,izmir-beydag,1.0,0.5,13.7,27.3,0.0,63.8,78.7,1.2,12.3,13.55,0.0
03-22,izmir-bornova,8.0,3.0,9.366666666666665,35.6,0.0,81.63333333333334,56.9,2.766666666666666,18.433333333333334,8.200000000000001,0.0
03-22,izmir-buca,6.666666666666667,1.0,9.233333333333333,45.5,0.0,80.46666666666667,59.300000000000004,2.2666666666666666,20.966666666666665,8.299999999999999,0.0
03-22,izmir-cesme,12.0,3.3333333333333335,11.466666666666667,32.666666666666664,0.0,67.83333333333333,66.53333333333333,5.033333333333333,15.9,9.533333333333333,0.0
03-22,izmir-cigli,3.3333333333333335,0.0,9.5,40.56666666666667,0.0,76.86666666666666,65.06666666666666,2.6,25.366666666666664,8.533333333333333,0.0
03-22,izmir-dikili,4.0,0.3333333333333333,9.4,43.13333333333333,0.0,74.56666666666666,65.60000000000001,4.1000000000000005,21.46666666666667,8.033333333333333,0.0
03-22,izmir-foca,6.666666666666667,0.0,10.366666666666667,42.166666666666664,0.0,80.33333333333333,68.36666666666666,3.966666666666667,27.166666666666668,9.066666666666666,0.0
03-22,izmir-gaziemir,1.6666666666666667,0.3333333333333333,8.833333333333334,51.333333333333336,0.0,78.26666666666667,54.23333333333333,2.033333333333333,24.066666666666666,7.933333333333333,0.0
03-22,izmir-guzelbahce,2.3333333333333335,0.0,10.5,53.4,0.0,76.03333333333335,71.33333333333333,2.9333333333333336,26.866666666666664,9.4,0.0
03-22,izmir-karabaglar,7.333333333333333,1.6666666666666667,9.6,48.199999999999996,0.0,79.43333333333334,68.26666666666667,2.1333333333333333,22.833333333333332,8.9,0.0
03-22,izmir-karaburun,8.0,0.3333333333333333,10.6,45.300000000000004,0.0,83.96666666666665,97.16666666666667,4.1000000000000005,28.03333333333333,9.4,0.0
03-22,izmir-karsiyaka,5.0,1.6666666666666667,10.233333333333333,42.63333333333333,0.0,79.13333333333334,66.0,2.433333333333333,21.833333333333332,9.433333333333334,0.0
