tarih,ilce,bildirimsiz_sum,bildirimli_sum,t_2m:C,effective_cloud_cover:p,global_rad:W,relative_humidity_2m:p,wind_dir_10m:d,wind_speed_10m:ms,prob_precip_1h:p,t_apparent:C,Tatil,tarih1
2022-06-19,izmir-gaziemir,2,0,22.4,0.7,0.0,59.7,8.1,4.0,1.0,21.4,0,06-19
2022-06-21,izmir-gaziemir,2,0,21.3,0.0,0.0,75.8,314.5,2.6,1.0,22.1,0,06-21
2022-06-22,izmir-gaziemir,2,0,22.2,0.0,0.0,62.8,320.9,2.0,1.0,22.1,0,06-22
2022-06-23,izmir-gaziemir,2,1,24.3,47.2,0.0,61.2,310.8,1.6,1.0,24.4,0,06-23
2022-06-25,izmir-gaziemir,2,1,23.5,0.9,0.0,41.6,345.8,3.1,1.0,21.1,0,06-25
2022-06-27,izmir-gaziemir,2,0,23.9,0.6,0.0,43.2,349.8,4.2,1.0,21.5,0,06-27
2022-06-28,izmir-gaziemir,2,1,24.4,0.6,0.0,46.1,349.4,3.4,1.0,22.5,0,06-28
2022-06-29,izmir-gaziemir,2,0,24.3,12.0,0.0,49.4,354.9,3.6,1.0,22.7,0,06-29
2022-06-30,izmir-gaziemir,2,0,24.2,0.0,0.0,52.5,1.2,4.1,1.0,22.8,0,06-30
2022-07-03,izmir-gaziemir,1,0,26.6,0.0,0.0,47.0,18.6,3.9,1.0,25.1,0,07-03
2022-07-04,izmir-gaziemir,2,0,25.5,0.0,0.0,37.5,351.2,2.6,1.0,23.1,0,07-04
2022-07-06,izmir-gaziemir,0,1,25.4,0.0,0.0,43.3,338.7,3.2,1.0,23.4,0,07-06
2022-07-10,izmir-gaziemir,0,4,23.2,0.9,0.0,69.1,355.6,2.7,1.0,23.6,1,07-10
2022-07-11,izmir-gaziemir,2,0,23.0,0.0,0.0,57.8,357.4,4.5,1.0,21.8,1,07-11
2022-07-12,izmir-gaziemir,5,5,24.0,0.0,0.0,52.7,343.9,3.6,1.0,22.7,1,07-12
2022-07-14,izmir-gaziemir,1,0,23.4,0.0,0.0,39.1,357.8,4.9,1.0,20.4,0,07-14
2022-07-15,izmir-gaziemir,1,0,25.4,0.3,0.0,43.5,0.6,3.9,1.0,23.3,1,07-15
2022-07-16,izmir-gaziemir,1,0,25.4,0.0,0.0,51.5,0.7,4.0,1.0,24.1,0,07-16
2022-07-18,izmir-gaziemir,2,0,26.1,0.0,0.0,48.2,7.5,4.9,1.0,24.6,0,07-18
2022-07-19,izmir-gaziemir,2,0,23.7,0.0,0.0,44.9,13.5,5.1,1.0,21.3,0,07-19
2022-07-20,izmir-gaziemir,1,2,23.4,0.0,0.0,54.7,2.7,3.9,1.0,22.1,0,07-20
2022-07-23,izmir-gaziemir,2,0,27.3,0.0,0.0,28.9,356.5,4.9,1.0,24.1,0,07-23
2022-07-24,izmir-gaziemir,1,0,27.7,0.0,0.0,29.7,352.3,3.2,1.0,24.8,0,07-24
2022-07-25,izmir-gaziemir,4,0,28.6,0.0,0.0,30.4,351.9,3.5,1.0,25.9,0,07-25
2022-07-26,izmir-gaziemir,2,0,28.2,0.0,0.0,39.3,358.6,3.4,1.0,26.3,0,07-26
2022-07-27,izmir-gaziemir,3,0,27.1,0.0,0.0,41.2,331.0,2.5,1.0,25.3,0,07-27
2022-07-29,izmir-gaziemir,2,0,27.3,0.0,0.0,53.9,309.7,2.4,1.0,26.8,0,07-29
2022-07-30,izmir-gaziemir,3,0,27.4,0.0,0.0,55.9,331.8,2.4,1.0,27.2,0,07-30
2022-07-31,izmir-gaziemir,1,0,26.3,0.0,0.0,62.7,317.2,2.4,1.0,26.6,0,07-31
2022-08-01,izmir-gaziemir,1,0,27.4,0.0,0.0,54.6,346.7,4.1,1.0,26.8,0,08-01
2022-08-02,izmir-gaziemir,1,0,26.9,0.0,0.0,40.6,6.2,4.2,1.0,24.8,0,08-02
2022-08-03,izmir-gaziemir,1,0,26.2,0.0,0.0,46.5,4.1,4.3,1.0,24.6,0,08-03
2022-08-04,izmir-gaziemir,3,0,26.9,0.0,0.0,54.1,4.3,3.6,1.0,26.3,0,08-04
2022-08-05,izmir-gaziemir,2,1,26.3,0.0,0.0,55.8,357.9,3.5,1.0,25.7,0,08-05
2022-08-06,izmir-gaziemir,2,0,27.4,0.0,0.0,54.9,2.4,3.4,1.0,27.0,0,08-06
2022-08-07,izmir-gaziemir,1,0,27.4,3.1,0.0,55.1,5.4,3.7,1.0,26.9,0,08-07
2022-08-08,izmir-gaziemir,1,1,27.2,1.4,0.0,51.6,357.6,2.4,1.0,26.5,0,08-08
2022-08-09,izmir-gaziemir,5,0,28.2,0.8,0.0,50.8,7.7,2.2,1.0,27.6,0,08-09
2022-08-12,izmir-gaziemir,5,2,25.9,0.0,0.0,54.1,357.2,3.2,1.0,25.1,0,08-12
2022-08-14,izmir-gaziemir,0,1,23.6,0.0,0.0,78.4,315.8,2.5,1.0,25.0,0,08-14
2022-08-16,izmir-gaziemir,1,0,22.8,0.0,0.0,62.0,327.6,2.1,1.0,22.6,0,08-16
2022-08-17,izmir-gaziemir,4,0,23.7,0.0,0.0,63.5,317.8,2.6,1.0,23.6,0,08-17
2022-08-18,izmir-gaziemir,2,1,25.1,0.0,0.0,68.9,318.5,3.1,1.0,25.7,0,08-18
2022-08-19,izmir-gaziemir,2,0,29.1,0.0,0.0,36.6,350.6,4.2,1.0,27.0,0,08-19
2022-08-20,izmir-gaziemir,2,0,27.9,0.0,0.0,44.1,352.4,4.1,1.0,26.3,0,08-20
2022-08-21,izmir-gaziemir,0,1,26.1,0.0,0.0,60.5,322.9,1.9,1.0,26.2,0,08-21
2022-08-23,izmir-gaziemir,9,0,24.4,0.0,0.0,80.2,165.8,1.2,1.0,26.5,0,08-23
2022-08-24,izmir-gaziemir,5,0,24.3,0.0,0.0,72.7,182.0,0.5,1.0,26.2,0,08-24
2022-08-25,izmir-gaziemir,3,0,23.9,55.6,0.0,70.3,347.8,0.6,1.0,25.4,0,08-25
2022-08-26,izmir-gaziemir,4,0,23.0,1.5,0.0,81.5,318.0,0.6,1.0,25.6,0,08-26
2022-08-27,izmir-gaziemir,0,1,22.1,4.7,0.0,88.3,170.3,1.7,1.0,24.6,0,08-27
2022-08-28,izmir-gaziemir,1,0,23.3,2.4,0.0,83.3,300.6,0.6,1.0,26.0,0,08-28
2022-08-29,izmir-gaziemir,1,0,25.1,0.0,0.0,79.5,312.8,2.2,1.0,26.9,0,08-29
2022-08-30,izmir-gaziemir,2,1,25.7,0.0,0.0,65.9,303.5,1.4,1.0,26.5,1,08-30
2022-08-31,izmir-gaziemir,4,0,24.9,2.1,0.0,78.7,294.4,1.1,1.0,27.1,0,08-31
2022-09-01,izmir-gaziemir,3,0,24.7,0.0,0.0,82.7,310.9,1.5,1.0,27.0,0,09-01
2022-09-02,izmir-gaziemir,4,0,24.9,1.2,0.0,78.2,319.0,1.6,1.0,26.7,0,09-02
2022-09-03,izmir-gaziemir,2,0,24.3,0.0,0.0,78.1,339.3,1.0,1.0,26.4,0,09-03
2022-09-04,izmir-gaziemir,1,1,24.4,0.0,0.0,77.6,318.2,2.9,1.0,25.8,0,09-04
2022-09-05,izmir-gaziemir,1,0,23.6,1.9,0.0,64.8,12.7,4.0,1.0,23.4,0,09-05
2022-09-06,izmir-gaziemir,0,1,21.5,1.7,0.0,56.3,12.2,5.5,1.0,19.8,0,09-06
2022-09-07,izmir-gaziemir,2,0,21.2,3.4,0.0,64.1,356.9,3.8,1.0,20.5,0,09-07
2022-09-08,izmir-gaziemir,1,0,22.5,0.0,0.0,48.6,341.6,2.9,1.0,20.7,0,09-08
2022-09-10,izmir-gaziemir,1,0,22.7,0.0,0.0,61.6,308.6,1.8,1.0,22.5,0,09-10
2022-09-11,izmir-gaziemir,4,0,24.0,0.0,0.0,53.0,328.7,0.9,1.0,23.6,0,09-11
2022-09-12,izmir-gaziemir,1,1,23.8,0.0,0.0,72.7,308.1,1.5,1.0,25.0,0,09-12
2022-09-14,izmir-gaziemir,4,0,21.6,0.0,0.0,48.9,10.6,3.3,1.0,19.5,0,09-14
2022-09-15,izmir-gaziemir,2,0,20.5,0.0,0.0,74.3,312.2,2.3,1.0,21.1,0,09-15
2022-09-17,izmir-gaziemir,1,1,21.5,0.0,0.0,65.6,158.0,1.5,1.0,21.7,0,09-17
2022-09-19,izmir-gaziemir,1,0,23.2,0.0,0.0,82.2,326.9,1.9,1.0,25.1,0,09-19
2022-09-20,izmir-gaziemir,0,1,20.1,0.0,0.0,60.0,325.6,2.6,1.0,19.1,0,09-20
2022-09-22,izmir-gaziemir,1,0,18.5,0.6,0.0,51.2,8.7,2.9,1.0,16.6,0,09-22
2022-09-23,izmir-gaziemir,1,0,14.7,1.6,0.0,55.6,1.3,3.7,1.0,13.4,0,09-23
2022-09-24,izmir-gaziemir,0,1,16.5,0.0,0.0,52.4,9.8,3.6,1.0,14.8,0,09-24
2022-09-25,izmir-gaziemir,0,1,16.6,0.0,0.0,62.4,332.7,2.1,1.0,15.9,0,09-25
2022-09-26,izmir-gaziemir,5,3,17.5,0.0,0.0,60.9,344.3,0.8,1.0,17.4,0,09-26
2022-09-27,izmir-gaziemir,1,0,16.0,48.0,0.0,73.7,153.7,1.5,1.0,16.2,0,09-27
2022-09-28,izmir-gaziemir,2,0,21.2,26.1,0.0,61.6,159.5,4.0,1.0,20.2,0,09-28
2022-09-29,izmir-gaziemir,2,0,20.6,69.3,0.0,97.7,137.4,2.5,1.0,23.5,0,09-29
2022-09-30,izmir-gaziemir,1,0,21.8,52.0,0.0,83.0,144.2,1.5,1.0,23.9,0,09-30
2022-10-01,izmir-gaziemir,1,0,22.0,31.0,0.0,83.9,308.1,0.6,1.0,24.7,0,10-01
2022-10-02,izmir-gaziemir,4,2,23.6,1.2,0.0,57.7,157.0,1.8,1.0,23.2,0,10-02
2022-10-03,izmir-gaziemir,7,0,21.3,0.0,0.0,46.4,351.1,3.9,1.0,18.9,0,10-03
2022-10-04,izmir-gaziemir,0,1,20.5,0.6,0.0,44.9,350.4,3.1,1.0,17.9,0,10-04
2022-10-06,izmir-gaziemir,1,0,16.5,0.0,0.0,58.5,351.5,4.0,1.0,15.0,0,10-06
2022-10-08,izmir-gaziemir,2,0,17.5,55.9,0.0,68.6,5.0,4.5,1.0,16.6,0,10-08
2022-10-10,izmir-gaziemir,4,0,17.6,44.6,0.0,52.7,342.0,2.1,1.0,16.2,0,10-10
2022-10-11,izmir-gaziemir,2,0,18.6,0.0,0.0,57.0,343.9,1.1,1.0,18.0,0,10-11
2022-10-12,izmir-gaziemir,3,1,17.5,50.0,0.0,87.2,314.4,1.9,1.0,18.7,0,10-12
2022-10-13,izmir-gaziemir,2,2,17.1,0.0,0.0,70.2,337.3,2.8,1.0,16.7,0,10-13
2022-10-14,izmir-gaziemir,3,4,17.3,43.3,0.0,74.2,330.5,2.6,1.0,17.3,0,10-14
2022-10-15,izmir-gaziemir,2,5,17.3,36.6,0.0,78.7,8.9,1.0,1.0,18.4,0,10-15
2022-10-17,izmir-gaziemir,2,5,16.7,75.9,0.0,64.3,13.9,5.2,1.0,15.4,0,10-17
2022-10-18,izmir-gaziemir,1,0,16.7,11.0,0.0,70.2,8.1,4.7,1.0,15.9,0,10-18
2022-10-19,izmir-gaziemir,3,0,16.5,0.0,0.0,72.3,338.5,2.3,1.0,16.4,0,10-19
2022-10-21,izmir-gaziemir,0,2,15.7,1.8,0.0,70.6,8.2,3.7,1.0,15.1,0,10-21
2022-10-22,izmir-gaziemir,1,2,13.0,0.0,0.0,51.3,357.8,2.9,1.0,12.1,0,10-22
2022-10-24,izmir-gaziemir,1,0,15.8,9.3,0.0,64.1,309.3,2.2,1.0,15.2,0,10-24
2022-10-25,izmir-gaziemir,3,3,18.3,0.0,0.0,49.0,340.4,2.4,1.0,16.4,0,10-25
2022-10-26,izmir-gaziemir,1,0,16.7,0.0,0.0,73.3,314.5,1.7,1.0,16.9,0,10-26
2022-10-28,izmir-gaziemir,2,0,17.5,0.0,0.0,62.3,340.4,2.8,1.0,16.6,0,10-28
2022-10-30,izmir-gaziemir,2,2,14.4,0.0,0.0,60.9,348.5,2.1,1.0,13.8,0,10-30
2022-10-31,izmir-gaziemir,1,0,15.1,0.0,0.0,62.1,3.2,1.1,1.0,14.8,0,10-31
2022-11-01,izmir-gaziemir,3,0,15.9,0.0,0.0,57.5,340.5,2.5,1.0,14.8,0,11-01
2022-11-02,izmir-gaziemir,1,0,15.9,0.0,0.0,56.7,327.2,2.1,1.0,14.9,0,11-02
2022-11-03,izmir-gaziemir,3,0,15.1,0.0,0.0,74.4,315.5,1.9,1.0,15.1,0,11-03
2022-11-04,izmir-gaziemir,5,0,16.6,0.0,0.0,60.8,291.5,0.7,1.0,16.5,0,11-04
2022-11-05,izmir-gaziemir,0,1,15.3,0.0,0.0,56.0,167.9,1.5,1.0,14.5,0,11-05
2022-11-08,izmir-gaziemir,1,0,13.0,0.0,0.0,71.0,343.3,2.8,1.0,12.6,0,11-08
2022-11-09,izmir-gaziemir,2,0,11.5,0.0,0.0,64.1,347.7,2.5,1.0,11.2,0,11-09
2022-11-10,izmir-gaziemir,3,2,11.0,0.0,0.0,72.7,343.5,1.9,1.0,11.0,0,11-10
2022-11-11,izmir-gaziemir,1,0,11.5,0.0,0.0,60.4,339.0,1.4,1.0,11.3,0,11-11
2022-11-13,izmir-gaziemir,2,4,14.6,0.0,0.0,63.4,47.3,0.9,1.0,14.5,0,11-13
2022-11-14,izmir-gaziemir,1,0,12.4,0.0,0.0,68.9,333.1,2.0,1.0,12.2,0,11-14
2022-11-15,izmir-gaziemir,4,3,10.5,0.0,0.0,80.5,324.1,1.9,1.0,10.5,0,11-15
2022-11-16,izmir-gaziemir,1,1,11.6,0.7,0.0,83.1,314.8,0.7,1.0,11.9,0,11-16
2022-11-17,izmir-gaziemir,1,1,11.5,1.9,0.0,80.1,136.0,2.3,1.0,11.5,0,11-17
2022-11-18,izmir-gaziemir,5,0,15.9,76.0,0.0,79.3,144.9,3.8,1.0,15.8,0,11-18
2022-11-19,izmir-gaziemir,7,1,16.3,90.5,0.0,87.1,150.6,4.1,1.0,16.7,0,11-19
2022-11-20,izmir-gaziemir,1,0,17.5,45.9,0.0,87.4,154.7,3.8,1.0,18.2,0,11-20
2022-11-21,izmir-gaziemir,9,0,18.0,61.4,0.0,69.4,145.7,5.1,1.0,17.1,0,11-21
2022-11-22,izmir-gaziemir,3,0,12.0,88.2,0.0,93.0,136.6,2.7,1.0,12.2,0,11-22
2022-11-23,izmir-gaziemir,2,0,12.4,50.6,0.0,77.6,138.6,3.4,1.0,12.2,0,11-23
2022-11-24,izmir-gaziemir,1,0,12.4,97.7,0.0,93.5,143.4,3.9,92.9,12.6,0,11-24
2022-11-25,izmir-gaziemir,2,1,11.6,38.8,0.0,91.3,305.8,1.4,1.0,11.9,0,11-25
2022-11-26,izmir-gaziemir,1,0,8.9,0.0,0.0,74.8,341.1,3.2,1.0,7.0,0,11-26
2022-11-27,izmir-gaziemir,1,0,8.3,47.5,0.0,75.6,348.4,1.9,1.0,7.3,0,11-27
2022-11-28,izmir-gaziemir,3,1,9.9,100.0,0.0,62.1,24.5,1.2,1.0,9.9,0,11-28
2022-11-29,izmir-gaziemir,3,4,10.1,100.0,0.0,93.4,27.2,0.9,1.0,10.2,0,11-29
2022-11-30,izmir-gaziemir,4,6,11.0,68.1,0.0,79.3,55.2,0.5,1.0,11.2,0,11-30
2022-12-01,izmir-gaziemir,2,0,13.1,98.5,0.0,86.9,136.4,2.2,1.0,13.4,0,12-01
2022-12-03,izmir-gaziemir,1,0,11.5,9.6,0.0,92.3,346.3,1.2,1.0,11.8,0,12-03
2022-12-04,izmir-gaziemir,1,1,10.0,50.4,0.0,88.5,343.7,1.5,1.0,10.0,0,12-04
2022-12-05,izmir-gaziemir,0,1,8.8,0.0,0.0,85.2,336.1,1.6,1.0,8.1,0,12-05
2022-12-06,izmir-gaziemir,1,1,9.3,0.5,0.0,87.1,337.9,2.3,1.0,8.1,0,12-06
2022-12-08,izmir-gaziemir,1,0,8.2,0.0,0.0,88.9,141.9,2.0,1.0,7.1,0,12-08
2022-12-09,izmir-gaziemir,2,0,11.4,15.4,0.0,93.9,144.0,2.8,1.0,11.6,0,12-09
2022-12-10,izmir-gaziemir,4,0,13.0,60.1,0.0,86.1,138.9,3.1,1.0,13.1,0,12-10
2022-12-11,izmir-gaziemir,1,0,15.3,98.6,0.0,81.8,148.3,5.6,1.0,15.0,0,12-11
2022-12-12,izmir-gaziemir,2,0,14.6,94.4,0.0,90.1,181.0,4.2,1.0,14.8,0,12-12
2022-12-13,izmir-gaziemir,1,0,13.3,87.6,0.0,90.3,145.3,3.3,1.0,13.5,0,12-13
2022-12-14,izmir-gaziemir,5,0,12.2,89.4,0.0,91.8,40.8,1.3,1.0,12.7,0,12-14
2022-12-15,izmir-gaziemir,8,0,9.4,46.4,0.0,94.0,147.0,1.7,1.0,8.7,0,12-15
2022-12-16,izmir-gaziemir,6,0,14.7,99.9,0.0,86.2,139.2,2.9,16.0,15.0,0,12-16
2022-12-20,izmir-gaziemir,4,0,6.7,55.0,0.0,74.4,355.1,4.4,1.0,3.7,0,12-20
2022-12-21,izmir-gaziemir,3,0,5.4,0.0,0.0,66.7,338.1,2.7,1.0,3.2,0,12-21
2022-12-22,izmir-gaziemir,4,8,7.1,0.0,0.0,64.0,71.9,0.5,1.0,7.1,0,12-22
2022-12-23,izmir-gaziemir,4,1,9.2,25.9,0.0,80.9,129.6,1.4,1.0,8.8,0,12-23
2022-12-24,izmir-gaziemir,3,2,9.1,12.5,0.0,82.3,66.4,0.4,1.0,9.1,0,12-24
2022-12-25,izmir-gaziemir,1,0,8.5,55.2,0.0,82.7,347.2,1.2,1.0,8.5,0,12-25
2022-12-26,izmir-gaziemir,2,0,9.2,0.0,0.0,80.3,340.3,2.2,1.0,8.1,0,12-26
2022-12-27,izmir-gaziemir,2,3,7.9,0.0,0.0,71.8,19.1,1.0,1.0,7.9,0,12-27
2022-12-28,izmir-gaziemir,2,0,9.5,0.0,0.0,63.0,134.7,1.3,1.0,9.3,0,12-28
2022-12-29,izmir-gaziemir,3,4,8.7,0.0,0.0,76.3,163.6,1.1,1.0,8.7,0,12-29
2022-12-30,izmir-gaziemir,3,0,10.3,5.8,0.0,62.5,19.0,0.2,1.0,10.3,0,12-30
2022-12-31,izmir-gaziemir,1,0,10.3,3.0,0.0,77.0,92.4,0.8,1.0,10.3,0,12-31
2023-01-01,izmir-gaziemir,1,0,9.9,6.0,0.0,80.2,357.5,1.5,1.0,9.6,1,01-01
2023-01-02,izmir-gaziemir,3,0,9.7,0.0,0.0,70.5,65.5,0.4,1.0,9.7,0,01-02
2023-01-03,izmir-gaziemir,1,0,8.8,0.0,0.0,69.3,10.6,0.3,1.0,8.8,0,01-03
2023-01-04,izmir-gaziemir,1,0,8.0,0.0,0.0,70.8,312.1,0.3,1.0,8.0,0,01-04
2023-01-05,izmir-gaziemir,1,0,5.9,5.2,0.0,87.4,336.1,2.2,1.0,4.3,0,01-05
2023-01-06,izmir-gaziemir,1,4,6.7,0.0,0.0,87.8,331.5,1.2,1.0,6.7,0,01-06
2023-01-08,izmir-gaziemir,1,0,7.4,0.0,0.0,70.9,340.1,1.7,1.0,6.5,0,01-08
2023-01-09,izmir-gaziemir,4,0,6.9,0.0,0.0,72.3,352.1,1.0,1.0,6.9,0,01-09
2023-01-10,izmir-gaziemir,1,3,5.8,0.0,0.0,80.6,142.4,2.6,1.0,3.7,0,01-10
2023-01-11,izmir-gaziemir,1,0,11.4,98.7,0.0,89.8,163.7,4.4,55.2,11.3,0,01-11
2023-01-12,izmir-gaziemir,4,1,6.9,52.8,0.0,93.5,145.0,1.9,1.0,5.7,0,01-12
2023-01-13,izmir-gaziemir,4,0,8.3,53.2,0.0,81.8,22.0,1.2,1.0,8.3,0,01-13
2023-01-15,izmir-gaziemir,1,0,9.5,94.2,0.0,87.0,35.6,0.5,1.0,9.5,0,01-15
2023-01-16,izmir-gaziemir,2,0,8.0,9.5,0.0,87.4,61.4,0.8,1.0,8.0,0,01-16
2023-01-17,izmir-gaziemir,3,5,8.1,52.7,0.0,86.8,132.5,2.8,1.0,6.4,0,01-17
2023-01-18,izmir-gaziemir,1,0,12.6,84.1,0.0,83.5,146.1,4.2,1.0,12.4,0,01-18
2023-01-20,izmir-gaziemir,2,2,12.9,11.2,0.0,81.9,147.1,5.7,1.0,12.6,0,01-20
2023-01-21,izmir-gaziemir,3,0,8.2,73.1,0.0,99.7,141.5,2.1,1.0,7.0,0,01-21
2023-01-22,izmir-gaziemir,2,0,10.3,62.7,0.0,84.9,134.2,2.2,1.0,10.3,0,01-22
2023-01-23,izmir-gaziemir,1,0,11.4,36.0,0.0,83.7,184.7,0.6,1.0,11.7,0,01-23
2023-01-27,izmir-gaziemir,2,0,12.0,92.1,0.0,68.2,145.3,5.2,1.0,11.5,0,01-27
2023-01-28,izmir-gaziemir,3,0,7.3,68.7,0.0,97.5,141.7,2.0,1.0,6.1,0,01-28
2023-01-29,izmir-gaziemir,3,0,6.7,11.6,0.0,93.2,138.0,1.4,1.0,6.0,0,01-29
2023-01-30,izmir-gaziemir,1,0,4.0,0.6,0.0,80.4,11.3,2.8,1.0,1.4,0,01-30
2023-01-31,izmir-gaziemir,1,4,3.8,65.5,0.0,73.9,350.2,1.5,1.0,2.6,0,01-31
2023-02-01,izmir-gaziemir,10,0,3.3,47.9,0.0,71.7,345.0,3.4,1.0,0.1,0,02-01
2023-02-02,izmir-gaziemir,2,0,3.6,0.0,0.0,68.9,28.9,0.9,1.0,3.6,0,02-02
2023-02-03,izmir-gaziemir,0,1,4.1,3.4,0.0,81.1,142.5,2.0,1.0,2.3,0,02-03
2023-02-04,izmir-gaziemir,1,0,2.6,0.0,0.0,87.1,358.6,1.8,1.0,0.8,0,02-04
2023-02-05,izmir-gaziemir,3,0,3.1,90.5,0.0,75.2,141.6,2.0,1.0,1.1,0,02-05
2023-02-06,izmir-gaziemir,4,0,2.1,98.9,0.0,63.8,358.9,7.2,94.0,-3.3,0,02-06
2023-02-07,izmir-gaziemir,4,0,1.8,90.8,0.0,65.3,341.7,5.7,1.0,-3.0,0,02-07
2023-02-08,izmir-gaziemir,2,0,0.5,23.8,0.0,64.3,15.8,5.6,1.0,-4.7,0,02-08
2023-02-09,izmir-gaziemir,1,1,0.5,13.7,0.0,74.1,357.0,3.3,1.0,-3.1,0,02-09
2023-02-11,izmir-gaziemir,2,0,2.7,0.0,0.0,73.3,357.7,2.1,1.0,0.6,0,02-11
2023-02-12,izmir-gaziemir,1,0,2.4,0.0,0.0,75.1,336.2,2.5,1.0,-0.1,0,02-12
2023-02-13,izmir-gaziemir,2,0,2.9,6.8,0.0,62.2,350.1,2.7,1.0,0.3,0,02-13
2023-02-15,izmir-gaziemir,1,0,4.6,0.0,0.0,63.4,340.8,3.3,1.0,1.8,0,02-15
2023-02-16,izmir-gaziemir,1,3,3.9,0.0,0.0,70.4,359.5,3.2,1.0,1.1,0,02-16
2023-02-20,izmir-gaziemir,6,1,10.0,16.7,0.0,84.2,145.6,3.6,1.0,8.1,0,02-20
2023-02-21,izmir-gaziemir,2,1,9.5,0.0,0.0,82.5,26.6,0.5,1.0,9.5,0,02-21
2023-02-22,izmir-gaziemir,3,0,8.5,0.0,0.0,97.9,170.3,1.3,1.0,8.5,0,02-22
2023-02-23,izmir-gaziemir,1,0,9.5,23.6,0.0,94.8,150.4,1.3,1.0,9.5,0,02-23
2023-02-24,izmir-gaziemir,1,0,10.2,50.0,0.0,74.9,318.1,1.5,1.0,10.2,0,02-24
2023-02-25,izmir-gaziemir,0,1,9.0,7.8,0.0,93.9,155.2,1.2,1.0,9.0,0,02-25
2023-02-26,izmir-gaziemir,2,0,11.6,27.0,0.0,87.0,150.3,3.9,1.0,11.6,0,02-26
2023-02-27,izmir-gaziemir,2,1,13.1,65.4,0.0,66.0,148.6,6.1,19.7,12.2,0,02-27
2023-02-28,izmir-gaziemir,5,0,13.7,83.5,0.0,62.3,165.8,1.7,35.9,13.2,0,02-28
2023-03-01,izmir-gaziemir,4,0,13.6,48.1,0.0,71.5,78.5,2.4,1.0,13.3,0,03-01
2023-03-02,izmir-gaziemir,1,1,13.2,48.8,0.0,80.6,313.4,1.0,1.0,13.6,0,03-02
2023-03-03,izmir-gaziemir,1,1,9.7,55.4,0.0,81.5,0.7,1.5,1.0,9.4,0,03-03
2023-03-04,izmir-gaziemir,2,0,8.7,48.6,0.0,100.0,324.4,1.0,1.0,8.7,0,03-04
2023-03-06,izmir-gaziemir,2,2,7.2,85.6,0.0,98.6,153.3,0.9,1.0,7.2,0,03-06
2023-03-07,izmir-gaziemir,3,0,7.9,44.5,0.0,94.5,144.2,1.9,1.0,6.8,0,03-07
2023-03-08,izmir-gaziemir,2,1,9.9,53.4,0.0,94.2,136.5,3.5,1.0,8.1,0,03-08
2023-03-11,izmir-gaziemir,1,1,14.3,82.4,0.0,84.6,167.2,6.3,1.0,14.0,0,03-11
2023-03-12,izmir-gaziemir,1,0,13.6,99.9,0.0,89.0,172.1,4.4,10.3,13.6,0,03-12
2023-03-13,izmir-gaziemir,1,0,8.2,91.1,0.0,73.2,8.0,3.6,1.0,5.9,0,03-13
2023-03-14,izmir-gaziemir,0,1,6.4,3.2,0.0,66.6,350.3,4.0,1.0,3.5,0,03-14
2023-03-15,izmir-gaziemir,3,0,8.0,0.0,0.0,75.4,352.4,1.2,1.0,8.0,0,03-15
2023-03-16,izmir-gaziemir,1,1,11.5,75.9,0.0,86.9,156.6,4.5,1.0,11.4,0,03-16
2023-03-17,izmir-gaziemir,3,0,9.0,8.5,0.0,91.3,343.4,1.7,1.0,8.4,0,03-17
2023-03-18,izmir-gaziemir,2,0,7.0,41.7,0.0,74.1,352.8,4.1,1.0,4.2,0,03-18
2023-03-20,izmir-gaziemir,3,0,9.1,76.5,0.0,78.0,336.8,4.2,1.0,6.8,0,03-20
2023-03-21,izmir-gaziemir,3,0,10.6,0.0,0.0,89.6,322.1,2.0,1.0,10.6,0,03-21
2023-03-22,izmir-gaziemir,1,1,11.4,93.7,0.0,81.5,13.6,1.2,70.2,11.5,0,03-22
2023-03-23,izmir-gaziemir,1,0,11.4,1.6,0.0,88.5,54.3,0.9,1.0,11.6,0,03-23
2023-03-24,izmir-gaziemir,1,0,10.0,0.0,0.0,79.2,353.2,2.0,1.0,9.1,0,03-24
2023-03-26,izmir-gaziemir,1,0,10.6,0.0,0.0,80.7,254.1,0.4,1.0,10.7,0,03-26
2023-03-27,izmir-gaziemir,0,2,12.6,0.7,0.0,89.2,303.7,0.9,1.0,13.2,0,03-27
2023-03-28,izmir-gaziemir,2,7,14.8,88.7,0.0,73.0,183.6,5.9,1.0,14.1,0,03-28
2023-03-29,izmir-gaziemir,3,7,8.0,100.0,0.0,88.6,321.0,3.4,56.2,5.9,0,03-29
2023-03-30,izmir-gaziemir,1,2,5.2,0.0,0.0,61.0,352.3,1.4,1.0,4.3,0,03-30
2023-03-31,izmir-gaziemir,1,0,7.6,0.0,0.0,76.4,6.0,0.8,1.0,7.6,0,03-31
2023-04-01,izmir-gaziemir,6,0,11.1,18.2,0.0,85.6,135.9,3.1,1.0,11.0,0,04-01
2023-04-02,izmir-gaziemir,2,0,14.5,78.7,0.0,76.5,177.9,5.9,75.0,13.9,0,04-02
2023-04-05,izmir-gaziemir,2,0,11.7,4.7,0.0,94.8,180.4,1.6,1.0,12.0,0,04-05
2023-04-08,izmir-gaziemir,1,0,9.7,0.0,0.0,85.6,340.7,1.6,1.0,9.2,0,04-08
2023-04-09,izmir-gaziemir,2,1,11.2,89.3,0.0,86.6,310.1,1.3,1.0,11.4,0,04-09
